Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Suspected
,Vietnam,2/8/20 7:23,13,0,1,
,France,2/8/20 9:53,11,0,0,
Macau,Macau,2/6/20 14:23,10,0,1,
,United Arab Emirates,2/8/20 7:03,7,0,0,
Queensland,Australia,2/7/20 1:03,5,0,0,
New South Wales,Australia,2/6/20 3:13,4,0,2,
Victoria,Australia,2/1/20 18:12,4,0,0,
British Columbia,Canada,2/7/20 5:43,4,0,0,
,India,2/3/20 21:43,3,0,0,
,Italy,2/7/20 17:53,3,0,0,
,Philippines,2/7/20 16:43,3,1,0,
,UK,2/7/20 18:33,3,0,0,
South Australia,Australia,2/2/20 22:33,2,0,0,
"Toronto, ON",Canada,2/4/20 0:13,2,0,0,
,Russia,1/31/20 16:13,2,0,0,
"Chicago, IL",US,2/1/20 19:43,2,0,0,
"San Benito, CA",US,2/3/20 3:53,2,0,0,
"Santa Clara, CA",US,2/3/20 0:43,2,0,0,
,Belgium,2/4/20 15:43,1,0,0,
,Cambodia,1/31/20 8:15,1,0,0,
"London, ON",Canada,2/4/20 0:03,1,0,0,
,Finland,1/31/20 8:15,1,0,0,
Tibet,Mainland China,2/1/20 1:52,1,0,0,
,Nepal,1/31/20 8:15,1,0,0,
,Spain,2/1/20 23:43,1,0,0,
,Sri Lanka,2/8/20 3:43,1,0,1,
,Sweden,2/1/20 2:13,1,0,0,
"Boston, MA",US,2/1/20 19:43,1,0,0,
"Los Angeles, CA",US,2/1/20 19:53,1,0,0,
"Madison, WI",US,2/5/20 21:53,1,0,0,
"Orange, CA",US,2/1/20 19:53,1,0,0,
"Seattle, WA",US,2/1/20 19:43,1,0,0,
"Tempe, AZ",US,2/1/20 19:43,1,0,0,
Hubei,Mainland China,2020-02-09 23:33:02,29631,871,1795,
Guangdong,Mainland China,2020-02-10 03:43:20,1151,1,147,
Zhejiang,Mainland China,2020-02-10 01:13:06,1092,0,201,
Henan,Mainland China,2020-02-10 01:13:06,1073,6,169,
Hunan,Mainland China,2020-02-10 02:13:16,879,1,186,
Anhui,Mainland China,2020-02-10 02:03:12,830,3,73,
Jiangxi,Mainland China,2020-02-10 01:23:04,771,1,102,
Jiangsu,Mainland China,2020-02-10 01:43:02,492,0,72,
Chongqing,Mainland China,2020-02-09 23:53:02,468,2,51,
Shandong,Mainland China,2020-02-10 00:43:02,459,1,63,
Sichuan,Mainland China,2020-02-10 01:03:19,405,1,76,
Beijing,Mainland China,2020-02-10 03:13:08,337,2,44,
Heilongjiang,Mainland China,2020-02-10 00:33:03,331,7,15,
Shanghai,Mainland China,2020-02-10 01:33:13,295,1,44,
Fujian,Mainland China,2020-02-10 01:13:06,261,0,35,
Hebei,Mainland China,2020-02-10 00:23:03,218,2,35,
Shaanxi,Mainland China,2020-02-10 02:23:07,213,0,26,
Guangxi,Mainland China,2020-02-10 02:03:17,210,1,18,
Yunnan,Mainland China,2020-02-09 08:53:02,141,0,18,
Hainan,Mainland China,2020-02-10 00:43:02,136,3,19,
Shanxi,Mainland China,2020-02-09 23:43:02,119,0,25,
Guizhou,Mainland China,2020-02-10 01:33:13,109,1,7,
Liaoning,Mainland China,2020-02-09 12:23:03,107,0,12,
Tianjin,Mainland China,2020-02-10 03:43:20,94,1,4,
Gansu,Mainland China,2020-02-09 23:33:02,83,2,16,
Jilin,Mainland China,2020-02-10 00:33:03,80,1,12,
Diamond Princess cruise ship,Others,2020-02-09 06:13:11,64,0,0,
Inner Mongolia,Mainland China,2020-02-10 02:43:05,58,0,5,
Ningxia,Mainland China,2020-02-10 01:43:02,49,0,13,
Xinjiang,Mainland China,2020-02-10 01:13:06,49,0,0,
,Singapore,2020-02-10 03:03:08,43,0,2,
Hong Kong,Hong Kong,2020-02-10 00:03:31,36,1,0,
,Thailand,2020-02-08 12:53:01,32,0,10,
,South Korea,2020-02-10 03:03:09,27,0,3,
,Japan,2020-02-09 06:13:11,26,0,1,
Qinghai,Mainland China,2020-02-06 02:13:15,18,0,3,
,Malaysia,2020-02-10 03:03:09,18,0,1,
Taiwan,Taiwan,2020-02-09 09:13:11,18,0,1,
,Germany,2020-02-09 06:13:11,14,0,0,
,Vietnam,2020-02-10 03:03:09,14,0,1,
,France,2020-02-08 09:53:01,11,0,0,
Macau,Macau,2020-02-06 14:23:04,10,0,1,
,United Arab Emirates,2020-02-08 07:03:16,7,0,0,
Queensland,Australia,2020-02-09 19:33:02,5,0,0,
New South Wales,Australia,2020-02-06 03:13:22,4,0,2,
Victoria,Australia,2020-02-01 18:12:49,4,0,0,
British Columbia,Canada,2020-02-07 05:43:03,4,0,0,
,India,2020-02-03 21:43:02,3,0,0,
,Italy,2020-02-07 17:53:02,3,0,0,
,Philippines,2020-02-07 16:43:04,3,1,0,
,UK,2020-02-07 18:33:02,3,0,0,
South Australia,Australia,2020-02-02 22:33:07,2,0,0,
"Toronto, ON",Canada,2020-02-04 00:13:06,2,0,0,
,Russia,2020-01-31 16:13:45,2,0,0,
,Spain,2020-02-09 20:33:03,2,0,0,
"Chicago, IL",US,2020-02-09 19:03:03,2,0,2,
"San Benito, CA",US,2020-02-03 03:53:02,2,0,0,
"Santa Clara, CA",US,2020-02-03 00:43:02,2,0,0,
,Belgium,2020-02-04 15:43:02,1,0,0,
,Cambodia,2020-01-31 08:15:53,1,0,0,
"London, ON",Canada,2020-02-04 00:03:11,1,0,0,
,Finland,2020-01-31 08:15:53,1,0,0,
Tibet,Mainland China,2020-02-01 01:52:40,1,0,0,
,Nepal,2020-01-31 08:15:53,1,0,0,
,Sri Lanka,2020-02-08 03:43:03,1,0,1,
,Sweden,2020-02-01 02:13:26,1,0,0,
"Boston, MA",US,2020-02-01 19:43:03,1,0,0,
"Los Angeles, CA",US,2020-02-01 19:53:03,1,0,0,
"Madison, WI",US,2020-02-05 21:53:02,1,0,0,
"Orange, CA",US,2020-02-01 19:53:03,1,0,0,
"Seattle, WA",US,2020-02-09 07:03:04,1,0,1,
"Tempe, AZ",US,2020-02-01 19:43:03,1,0,0,
Hubei,Mainland China,2020-02-10 23:33:02,31728,974,2222,
Guangdong,Mainland China,2020-02-10 13:43:02,1159,1,167,
Zhejiang,Mainland China,2020-02-10 14:13:12,1092,0,242,
Henan,Mainland China,2020-02-10 13:53:02,1073,6,191,
Hunan,Mainland China,2020-02-10 13:53:02,879,1,208,
Anhui,Mainland China,2020-02-10 07:23:04,830,3,88,
Jiangxi,Mainland China,2020-02-10 13:53:02,771,1,105,
Jiangsu,Mainland China,2020-02-10 14:03:05,492,0,81,
Chongqing,Mainland China,2020-02-10 23:43:02,486,2,66,
Shandong,Mainland China,2020-02-10 09:33:02,466,1,66,
Sichuan,Mainland China,2020-02-10 10:03:02,405,1,80,
Beijing,Mainland China,2020-02-10 03:13:08,337,2,44,
Heilongjiang,Mainland China,2020-02-10 07:33:05,331,7,30,
Shanghai,Mainland China,2020-02-10 06:03:13,299,1,48,
Fujian,Mainland China,2020-02-10 14:03:05,261,0,39,
Hebei,Mainland China,2020-02-10 10:03:02,218,2,41,
Shaanxi,Mainland China,2020-02-10 13:23:06,213,0,30,
Guangxi,Mainland China,2020-02-10 14:03:05,210,1,24,
Yunnan,Mainland China,2020-02-10 09:43:02,149,0,19,
Hainan,Mainland China,2020-02-10 09:33:02,138,3,19,
Diamond Princess cruise ship,Others,2020-02-10 16:03:12,135,0,0,
Shanxi,Mainland China,2020-02-09 23:43:02,119,0,25,
Guizhou,Mainland China,2020-02-10 12:33:02,109,1,10,
Liaoning,Mainland China,2020-02-10 14:03:05,108,0,13,
Tianjin,Mainland China,2020-02-10 14:23:08,95,1,8,
Gansu,Mainland China,2020-02-11 00:13:04,86,2,21,
Jilin,Mainland China,2020-02-11 00:23:02,81,1,13,
Inner Mongolia,Mainland China,2020-02-10 02:43:05,58,0,5,
Ningxia,Mainland China,2020-02-10 01:43:02,49,0,13,
Xinjiang,Mainland China,2020-02-10 01:13:06,49,0,0,
,Singapore,2020-02-10 19:03:02,45,0,2,
Hong Kong,Hong Kong,2020-02-10 10:13:06,38,1,0,
,Thailand,2020-02-08 12:53:01,32,0,10,
,South Korea,2020-02-10 03:03:09,27,0,3,
,Japan,2020-02-10 21:33:02,26,0,4,
Qinghai,Mainland China,2020-02-06 02:13:15,18,0,3,
,Malaysia,2020-02-10 03:03:09,18,0,1,
Taiwan,Taiwan,2020-02-09 09:13:11,18,0,1,
,Germany,2020-02-09 06:13:11,14,0,0,
,Vietnam,2020-02-10 03:03:09,14,0,1,
,France,2020-02-08 09:53:01,11,0,0,
Macau,Macau,2020-02-06 14:23:04,10,0,1,
,UK,2020-02-10 19:03:02,8,0,0,
,United Arab Emirates,2020-02-10 23:03:09,8,0,0,
Queensland,Australia,2020-02-09 19:33:02,5,0,0,
New South Wales,Australia,2020-02-06 03:13:22,4,0,2,
Victoria,Australia,2020-02-01 18:12:49,4,0,0,
British Columbia,Canada,2020-02-07 05:43:03,4,0,0,
,India,2020-02-03 21:43:02,3,0,0,
,Italy,2020-02-07 17:53:02,3,0,0,
,Philippines,2020-02-07 16:43:04,3,1,0,
South Australia,Australia,2020-02-02 22:33:07,2,0,0,
"Toronto, ON",Canada,2020-02-04 00:13:06,2,0,0,
,Russia,2020-01-31 16:13:45,2,0,0,
,Spain,2020-02-09 20:33:03,2,0,0,
"Chicago, IL",US,2020-02-09 19:03:03,2,0,2,
"San Benito, CA",US,2020-02-03 03:53:02,2,0,0,
"Santa Clara, CA",US,2020-02-03 00:43:02,2,0,0,
,Belgium,2020-02-04 15:43:02,1,0,0,
,Cambodia,2020-01-31 08:15:53,1,0,0,
"London, ON",Canada,2020-02-04 00:03:11,1,0,0,
,Finland,2020-01-31 08:15:53,1,0,0,
Tibet,Mainland China,2020-02-01 01:52:40,1,0,0,
,Nepal,2020-01-31 08:15:53,1,0,0,
,Sri Lanka,2020-02-08 03:43:03,1,0,1,
,Sweden,2020-02-01 02:13:26,1,0,0,
"Boston, MA",US,2020-02-01 19:43:03,1,0,0,
"Los Angeles, CA",US,2020-02-01 19:53:03,1,0,0,
"Madison, WI",US,2020-02-05 21:53:02,1,0,0,
"Orange, CA",US,2020-02-01 19:53:03,1,0,0,
"Seattle, WA",US,2020-02-09 07:03:04,1,0,1,
"Tempe, AZ",US,2020-02-01 19:43:03,1,0,0,
Hubei,Mainland China,2020-02-11 23:33:02,33366,1068,2639,
Guangdong,Mainland China,2020-02-12 01:23:06,1219,1,241,
Henan,Mainland China,2020-02-12 00:43:02,1135,8,231,
Zhejiang,Mainland China,2020-02-12 01:23:06,1131,0,279,
Hunan,Mainland China,2020-02-12 01:43:02,946,2,263,
Anhui,Mainland China,2020-02-12 01:13:08,889,4,108,
Jiangxi,Mainland China,2020-02-12 01:23:06,844,1,152,
Jiangsu,Mainland China,2020-02-12 01:23:06,543,0,94,
Chongqing,Mainland China,2020-02-11 23:53:02,505,3,79,
Shandong,Mainland China,2020-02-12 01:43:02,497,1,80,
Sichuan,Mainland China,2020-02-12 01:03:05,436,1,85,
Heilongjiang,Mainland China,2020-02-12 00:13:27,378,8,28,
Beijing,Mainland China,2020-02-11 03:03:07,342,3,48,
Shanghai,Mainland China,2020-02-12 00:13:27,306,1,53,
Fujian,Mainland China,2020-02-12 00:53:02,272,0,46,
Hebei,Mainland China,2020-02-12 00:03:12,251,2,48,
Guangxi,Mainland China,2020-02-12 00:33:02,222,1,31,
Shaanxi,Mainland China,2020-02-11 06:03:16,219,0,32,
Yunnan,Mainland China,2020-02-12 01:43:02,154,0,20,
Hainan,Mainland China,2020-02-12 00:33:02,151,3,20,
Diamond Princess cruise ship,Others,2020-02-10 16:03:12,135,0,0,
Guizhou,Mainland China,2020-02-12 01:13:08,131,1,17,
Shanxi,Mainland China,2020-02-11 23:33:02,124,0,30,
Liaoning,Mainland China,2020-02-12 00:43:02,116,0,19,
Tianjin,Mainland China,2020-02-11 23:13:05,106,2,10,
Gansu,Mainland China,2020-02-11 15:23:04,86,2,24,
Jilin,Mainland China,2020-02-12 01:03:05,83,1,18,
Xinjiang,Mainland China,2020-02-12 01:43:02,59,0,3,
Inner Mongolia,Mainland China,2020-02-10 02:43:05,58,0,5,
Ningxia,Mainland China,2020-02-11 10:03:08,53,0,22,
Hong Kong,Hong Kong,2020-02-11 09:43:02,49,1,0,
,Singapore,2020-02-11 16:43:06,47,0,9,
,Thailand,2020-02-11 18:43:04,33,0,10,
,South Korea,2020-02-12 00:03:12,28,0,4,
,Japan,2020-02-11 02:53:02,26,0,9,
Qinghai,Mainland China,2020-02-11 11:23:04,18,0,5,
,Malaysia,2020-02-11 03:13:13,18,0,3,
Taiwan,Taiwan,2020-02-09 09:13:11,18,0,1,
,Germany,2020-02-11 19:33:03,16,0,0,
,Vietnam,2020-02-11 16:43:06,15,0,6,
,France,2020-02-08 09:53:01,11,0,0,
Macau,Macau,2020-02-06 14:23:04,10,0,1,
,UK,2020-02-10 19:03:02,8,0,0,
,United Arab Emirates,2020-02-12 00:33:02,8,0,1,
Queensland,Australia,2020-02-09 19:33:02,5,0,0,
New South Wales,Australia,2020-02-06 03:13:22,4,0,2,
Victoria,Australia,2020-02-01 18:12:49,4,0,0,
British Columbia,Canada,2020-02-07 05:43:03,4,0,0,
,India,2020-02-03 21:43:02,3,0,0,
,Italy,2020-02-07 17:53:02,3,0,0,
,Philippines,2020-02-07 16:43:04,3,1,0,
South Australia,Australia,2020-02-02 22:33:07,2,0,0,
"Toronto, ON",Canada,2020-02-04 00:13:06,2,0,0,
,Russia,2020-01-31 16:13:45,2,0,0,
,Spain,2020-02-09 20:33:03,2,0,0,
"Chicago, IL",US,2020-02-09 19:03:03,2,0,2,
"San Benito, CA",US,2020-02-03 03:53:02,2,0,0,
"Santa Clara, CA",US,2020-02-03 00:43:02,2,0,0,
,Belgium,2020-02-04 15:43:02,1,0,0,
,Cambodia,2020-01-31 08:15:53,1,0,0,
"London, ON",Canada,2020-02-04 00:03:11,1,0,0,
,Finland,2020-02-12 00:03:12,1,0,1,
Tibet,Mainland China,2020-02-01 01:52:40,1,0,0,
,Nepal,2020-01-31 08:15:53,1,0,0,
,Sri Lanka,2020-02-08 03:43:03,1,0,1,
,Sweden,2020-02-01 02:13:26,1,0,0,
"Boston, MA",US,2020-02-01 19:43:03,1,0,0,
"Los Angeles, CA",US,2020-02-01 19:53:03,1,0,0,
"Madison, WI",US,2020-02-05 21:53:02,1,0,0,
"Orange, CA",US,2020-02-01 19:53:03,1,0,0,
"San Diego County, CA",US,2020-02-11 01:23:05,1,0,0,
"Seattle, WA",US,2020-02-09 07:03:04,1,0,1,
"Tempe, AZ",US,2020-02-01 19:43:03,1,0,0,
Hubei,Mainland China,2020-02-13 00:03:05,48206,1310,3441,
Guangdong,Mainland China,2020-02-13 02:13:06,1241,2,284,
Henan,Mainland China,2020-02-13 00:33:01,1169,10,258,
Zhejiang,Mainland China,2020-02-13 01:23:08,1145,0,327,
Hunan,Mainland China,2020-02-13 01:33:02,968,2,312,
Anhui,Mainland China,2020-02-13 01:03:06,910,5,128,
Jiangxi,Mainland China,2020-02-13 01:13:08,872,1,170,
Jiangsu,Mainland China,2020-02-13 00:53:02,570,0,131,
Chongqing,Mainland China,2020-02-12 23:13:08,518,3,102,
Shandong,Mainland China,2020-02-13 01:13:08,506,2,98,
Sichuan,Mainland China,2020-02-13 00:33:01,451,1,93,
Heilongjiang,Mainland China,2020-02-13 00:13:14,395,9,31,
Beijing,Mainland China,2020-02-13 02:33:12,366,3,68,
Shanghai,Mainland China,2020-02-13 00:13:14,313,1,57,
Fujian,Mainland China,2020-02-13 00:43:01,279,0,54,
Hebei,Mainland China,2020-02-13 01:53:02,265,3,55,
Shaanxi,Mainland China,2020-02-13 02:13:06,229,0,42,
Guangxi,Mainland China,2020-02-13 00:23:10,222,2,33,
Diamond Princess cruise ship,Others,2020-02-12 04:23:38,175,0,0,
Hainan,Mainland China,2020-02-12 17:03:03,157,4,27,
Yunnan,Mainland China,2020-02-13 02:53:02,155,0,23,
Guizhou,Mainland China,2020-02-13 01:13:08,135,1,20,
Shanxi,Mainland China,2020-02-12 23:03:02,126,0,33,
Liaoning,Mainland China,2020-02-13 02:23:04,116,1,21,
Tianjin,Mainland China,2020-02-13 02:43:02,113,2,11,
Gansu,Mainland China,2020-02-12 23:23:01,87,2,31,
Jilin,Mainland China,2020-02-13 00:23:10,84,1,22,
Ningxia,Mainland China,2020-02-13 01:23:08,64,0,24,
Xinjiang,Mainland China,2020-02-13 01:23:08,63,1,3,
Inner Mongolia,Mainland China,2020-02-13 01:23:08,61,0,6,
Hong Kong,Hong Kong,2020-02-12 09:53:02,50,1,1,
,Singapore,2020-02-12 19:53:02,50,0,15,
,Thailand,2020-02-11 18:43:04,33,0,10,
,Japan,2020-02-12 02:43:03,28,0,9,
,South Korea,2020-02-12 14:43:03,28,0,7,
Qinghai,Mainland China,2020-02-12 08:03:06,18,0,9,
,Malaysia,2020-02-11 03:13:13,18,0,3,
Taiwan,Taiwan,2020-02-09 09:13:11,18,0,1,
,Germany,2020-02-11 19:33:03,16,0,0,
,Vietnam,2020-02-11 16:43:06,15,0,6,
,France,2020-02-12 18:53:02,11,0,2,
Macau,Macau,2020-02-12 09:53:02,10,0,2,
,UK,2020-02-12 19:03:06,9,0,1,
,United Arab Emirates,2020-02-12 00:33:02,8,0,1,
Queensland,Australia,2020-02-09 19:33:02,5,0,0,
New South Wales,Australia,2020-02-06 03:13:22,4,0,2,
Victoria,Australia,2020-02-01 18:12:49,4,0,0,
British Columbia,Canada,2020-02-07 05:43:03,4,0,0,
,India,2020-02-03 21:43:02,3,0,0,
,Italy,2020-02-07 17:53:02,3,0,0,
,Philippines,2020-02-12 07:43:02,3,1,1,
South Australia,Australia,2020-02-02 22:33:07,2,0,0,
"Toronto, ON",Canada,2020-02-04 00:13:06,2,0,0,
,Russia,2020-02-12 14:43:03,2,0,2,
,Spain,2020-02-09 20:33:03,2,0,0,
"Chicago, IL",US,2020-02-09 19:03:03,2,0,2,
"San Benito, CA",US,2020-02-03 03:53:02,2,0,0,
"Santa Clara, CA",US,2020-02-03 00:43:02,2,0,0,
,Belgium,2020-02-04 15:43:02,1,0,0,
,Cambodia,2020-02-12 07:43:02,1,0,1,
"London, ON",Canada,2020-02-12 18:53:03,1,0,1,
,Finland,2020-02-12 00:03:12,1,0,1,
Tibet,Mainland China,2020-02-12 06:43:02,1,0,1,
,Nepal,2020-02-12 14:43:03,1,0,1,
,Sri Lanka,2020-02-08 03:43:03,1,0,1,
,Sweden,2020-02-01 02:13:26,1,0,0,
"Boston, MA",US,2020-02-01 19:43:03,1,0,0,
"Los Angeles, CA",US,2020-02-01 19:53:03,1,0,0,
"Madison, WI",US,2020-02-05 21:53:02,1,0,0,
"Orange, CA",US,2020-02-01 19:53:03,1,0,0,
"San Diego County, CA",US,2020-02-11 01:23:05,1,0,0,
"Seattle, WA",US,2020-02-09 07:03:04,1,0,1,
"Tempe, AZ",US,2020-02-01 19:43:03,1,0,0,
Hubei,Mainland China,2020-02-14 00:13:23,51986,1426,4131,
Guangdong,Mainland China,2020-02-14 01:23:02,1261,2,332,
Henan,Mainland China,2020-02-14 01:13:05,1184,11,313,
Zhejiang,Mainland China,2020-02-14 01:13:05,1155,0,367,
Hunan,Mainland China,2020-02-14 01:23:02,988,2,352,
Anhui,Mainland China,2020-02-14 01:33:02,934,6,166,
Jiangxi,Mainland China,2020-02-14 01:13:06,900,1,187,
Jiangsu,Mainland China,2020-02-14 01:03:10,593,0,137,
Chongqing,Mainland China,2020-02-13 23:23:05,529,4,128,
Shandong,Mainland China,2020-02-14 00:43:02,519,2,111,
Sichuan,Mainland China,2020-02-14 00:43:02,463,1,105,
Heilongjiang,Mainland China,2020-02-14 00:23:04,418,11,37,
Beijing,Mainland China,2020-02-13 14:13:06,366,3,69,
Shanghai,Mainland China,2020-02-14 00:03:08,318,1,62,
Hebei,Mainland China,2020-02-14 00:03:08,283,3,69,
Fujian,Mainland China,2020-02-14 00:43:02,281,0,59,
Shaanxi,Mainland China,2020-02-13 10:33:23,229,0,46,
Guangxi,Mainland China,2020-02-14 00:23:04,226,2,35,
Diamond Princess cruise ship,Others,2020-02-14 00:13:23,218,0,0,
Hainan,Mainland China,2020-02-14 00:53:02,158,4,30,
Yunnan,Mainland China,2020-02-13 08:43:08,156,0,27,
Guizhou,Mainland China,2020-02-14 01:53:02,140,1,28,
Shanxi,Mainland China,2020-02-13 23:23:05,126,0,36,
Tianjin,Mainland China,2020-02-13 23:43:02,119,3,21,
Liaoning,Mainland China,2020-02-13 14:33:02,117,1,22,
Gansu,Mainland China,2020-02-13 15:53:03,90,2,39,
Jilin,Mainland China,2020-02-14 00:43:02,86,1,25,
Ningxia,Mainland China,2020-02-14 01:43:02,67,0,24,
Inner Mongolia,Mainland China,2020-02-14 02:03:08,65,0,6,
Xinjiang,Mainland China,2020-02-14 01:13:06,65,1,6,
,Singapore,2020-02-13 14:33:02,58,0,15,
Hong Kong,Hong Kong,2020-02-13 14:53:02,53,1,1,
,Thailand,2020-02-13 17:53:03,33,0,12,
,Japan,2020-02-13 12:23:05,28,1,9,
,South Korea,2020-02-12 14:43:03,28,0,7,
,Malaysia,2020-02-13 10:53:02,19,0,3,
Qinghai,Mainland China,2020-02-13 08:43:08,18,0,11,
Taiwan,Taiwan,2020-02-09 09:13:11,18,0,1,
,Germany,2020-02-13 15:13:11,16,0,1,
,Vietnam,2020-02-13 06:33:02,16,0,7,
,France,2020-02-12 18:53:02,11,0,2,
Macau,Macau,2020-02-13 14:13:06,10,0,3,
,UK,2020-02-12 19:03:06,9,0,1,
,United Arab Emirates,2020-02-12 00:33:02,8,0,1,
Queensland,Australia,2020-02-09 19:33:02,5,0,0,
New South Wales,Australia,2020-02-13 17:53:03,4,0,4,
Victoria,Australia,2020-02-13 17:53:03,4,0,4,
British Columbia,Canada,2020-02-07 05:43:03,4,0,0,
,India,2020-02-13 18:53:02,3,0,0,
,Italy,2020-02-07 17:53:02,3,0,0,
,Philippines,2020-02-12 07:43:02,3,1,1,
South Australia,Australia,2020-02-02 22:33:07,2,0,0,
"Toronto, ON",Canada,2020-02-04 00:13:06,2,0,0,
,Russia,2020-02-12 14:43:03,2,0,2,
,Spain,2020-02-09 20:33:03,2,0,0,
"Chicago, IL",US,2020-02-09 19:03:03,2,0,2,
"San Benito, CA",US,2020-02-03 03:53:02,2,0,0,
"San Diego County, CA",US,2020-02-13 03:13:08,2,0,0,
"Santa Clara, CA",US,2020-02-03 00:43:02,2,0,0,
,Belgium,2020-02-04 15:43:02,1,0,0,
,Cambodia,2020-02-12 07:43:02,1,0,1,
"London, ON",Canada,2020-02-12 18:53:03,1,0,1,
,Finland,2020-02-12 00:03:12,1,0,1,
Tibet,Mainland China,2020-02-12 06:43:02,1,0,1,
,Nepal,2020-02-12 14:43:03,1,0,1,
,Sri Lanka,2020-02-08 03:43:03,1,0,1,
,Sweden,2020-02-01 02:13:26,1,0,0,
"Boston, MA",US,2020-02-01 19:43:03,1,0,0,
"Los Angeles, CA",US,2020-02-01 19:53:03,1,0,0,
"Madison, WI",US,2020-02-05 21:53:02,1,0,0,
"Orange, CA",US,2020-02-01 19:53:03,1,0,0,
"San Antonio, TX",US,2020-02-13 18:53:02,1,0,0,
"Seattle, WA",US,2020-02-09 07:03:04,1,0,1,
"Tempe, AZ",US,2020-02-01 19:43:03,1,0,0,
Hubei,Mainland China,2020-02-14 10:03:03,51986,1318,3900,
Guangdong,Mainland China,2020-02-14 12:53:02,1261,2,362,
Henan,Mainland China,2020-02-14 12:53:02,1184,11,357,
Zhejiang,Mainland China,2020-02-14 14:13:15,1155,0,403,
Hunan,Mainland China,2020-02-14 09:23:04,988,2,364,
Anhui,Mainland China,2020-02-14 12:53:02,934,6,193,
Jiangxi,Mainland China,2020-02-14 01:13:06,900,1,187,
Jiangsu,Mainland China,2020-02-14 10:03:03,593,0,157,
Chongqing,Mainland China,2020-02-14 08:53:02,532,5,139,
Shandong,Mainland China,2020-02-14 11:13:22,523,2,136,
Sichuan,Mainland China,2020-02-14 11:13:22,463,1,114,
Heilongjiang,Mainland China,2020-02-14 13:23:07,419,11,47,
Beijing,Mainland China,2020-02-14 06:33:02,372,3,80,
Shanghai,Mainland China,2020-02-14 04:13:11,318,1,90,
Hebei,Mainland China,2020-02-14 11:13:22,283,3,87,
Fujian,Mainland China,2020-02-14 11:13:22,281,0,63,
Shaanxi,Mainland China,2020-02-14 12:53:02,230,0,54,
Guangxi,Mainland China,2020-02-14 15:23:02,226,2,36,
Diamond Princess cruise ship,Others,2020-02-14 00:13:23,218,0,0,
Yunnan,Mainland China,2020-02-14 12:53:02,162,0,36,
Hainan,Mainland China,2020-02-14 15:23:02,159,4,43,
Guizhou,Mainland China,2020-02-14 01:53:02,140,1,28,
Shanxi,Mainland China,2020-02-14 06:33:02,126,0,38,
Tianjin,Mainland China,2020-02-14 11:13:22,120,3,31,
Liaoning,Mainland China,2020-02-14 15:23:02,119,1,29,
Gansu,Mainland China,2020-02-13 15:53:03,90,2,39,
Jilin,Mainland China,2020-02-14 00:43:02,86,1,25,
Ningxia,Mainland China,2020-02-14 01:43:02,67,0,24,
,Singapore,2020-02-14 12:43:02,67,0,17,
Inner Mongolia,Mainland China,2020-02-14 02:03:08,65,0,6,
Xinjiang,Mainland China,2020-02-14 01:13:06,65,1,6,
Hong Kong,Hong Kong,2020-02-14 09:03:12,56,1,1,
,Thailand,2020-02-13 17:53:03,33,0,12,
,Japan,2020-02-14 03:53:02,29,1,9,
,South Korea,2020-02-12 14:43:03,28,0,7,
,Malaysia,2020-02-13 10:53:02,19,0,3,
Qinghai,Mainland China,2020-02-13 08:43:08,18,0,11,
Taiwan,Taiwan,2020-02-14 02:13:06,18,0,2,
,Germany,2020-02-13 15:13:11,16,0,1,
,Vietnam,2020-02-13 06:33:02,16,0,7,
,France,2020-02-12 18:53:02,11,0,2,
Macau,Macau,2020-02-13 14:13:06,10,0,3,
,UK,2020-02-12 19:03:06,9,0,1,
,United Arab Emirates,2020-02-12 00:33:02,8,0,1,
Queensland,Australia,2020-02-09 19:33:02,5,0,0,
New South Wales,Australia,2020-02-13 17:53:03,4,0,4,
Victoria,Australia,2020-02-13 17:53:03,4,0,4,
British Columbia,Canada,2020-02-07 05:43:03,4,0,0,
,India,2020-02-13 18:53:02,3,0,0,
,Italy,2020-02-07 17:53:02,3,0,0,
,Philippines,2020-02-12 07:43:02,3,1,1,
South Australia,Australia,2020-02-02 22:33:07,2,0,0,
"Toronto, ON",Canada,2020-02-04 00:13:06,2,0,0,
,Russia,2020-02-12 14:43:03,2,0,2,
,Spain,2020-02-09 20:33:03,2,0,0,
"Chicago, IL",US,2020-02-09 19:03:03,2,0,2,
"San Benito, CA",US,2020-02-03 03:53:02,2,0,0,
"San Diego County, CA",US,2020-02-13 03:13:08,2,0,0,
"Santa Clara, CA",US,2020-02-03 00:43:02,2,0,0,
,Belgium,2020-02-04 15:43:02,1,0,0,
,Cambodia,2020-02-12 07:43:02,1,0,1,
"London, ON",Canada,2020-02-12 18:53:03,1,0,1,
,Finland,2020-02-12 00:03:12,1,0,1,
Tibet,Mainland China,2020-02-12 06:43:02,1,0,1,
,Nepal,2020-02-12 14:43:03,1,0,1,
,Sri Lanka,2020-02-08 03:43:03,1,0,1,
,Sweden,2020-02-01 02:13:26,1,0,0,
"Boston, MA",US,2020-02-01 19:43:03,1,0,0,
"Los Angeles, CA",US,2020-02-01 19:53:03,1,0,0,
"Madison, WI",US,2020-02-05 21:53:02,1,0,0,
"Orange, CA",US,2020-02-01 19:53:03,1,0,0,
"San Antonio, TX",US,2020-02-13 18:53:02,1,0,0,
"Seattle, WA",US,2020-02-09 07:03:04,1,0,1,
